序号,id,XQMC,FWWZ,JD,WD
26,26,湘潭市雨湖区湘潭市高级技工学校教工宿舍4栋,湖南省湘潭市雨湖区先锋街道高级技工学校教工宿舍4栋,112.867029,27.88837
27,27,翰林苑国学幼儿园,湖南省湘潭市岳塘区东湖路227芙蓉山庄,112.911956,27.848495
28,28,步步高新天地A座,湖南省湘潭市雨湖区和平街道莲城大道19号(步步高·新天地),112.932115,27.893522
29,29,白石·古莲城H区,湖南省湘潭市雨湖区昭潭街道新马路十八总白马湖西侧(白石·古莲城),112.891223,27.853958
30,30,江南学校,湖南省湘潭市雨湖区楠竹山镇楠韶路5号正西方向90米,112.65786,27.8498
31,31,湘潭市粮食局职工学校,湖南省湘潭市雨湖区昭潭街道解放南路106,112.899411,27.85918
32,32,高岭社区,湖南省湘潭市雨湖区广场街道高岭路2号钢城公寓内,112.88473,27.884785
33,33,步步高新天地B座,湖南省湘潭市雨湖区和平街道莲城大道19号(步步高·新天地),112.931948,27.893376
34,34,天元时光里,湖南省湘潭市雨湖区云塘街道云塘社区杨家湾路8号,112.90947,27.87075
35,35,湘潭市城建投小区,湖南省湘潭市岳塘区河东大道1102正北方向90米,112.9218,27.84126
36,36,万达华府,湖南省湘潭市岳塘区双马街道湘潭大道281号,112.93434,27.82912
37,37,湘潭市岳塘区华雅花园B9栋,湖南省湘潭市岳塘区书院路街道华雅花园b9栋,112.930429,27.816717
38,38,火炬南路馨钢花园4栋,湖南省湘潭市岳塘区下摄司街道火炬南路馨钢花园4栋,112.94948,27.828476
39,39,万福社区,湖南省湘潭市岳塘区东坪街道,112.89367,27.843699
40,40,麓兴小区,湖南省湘潭市雨湖区广场街道麓兴小区,112.88058,27.87635
41,41,龙头坝安置小区,湖南省湘潭市岳塘区板塘街道,112.9668,27.867045
42,42,东湖西路温馨花园别墅20栋2号,湖南省湘潭市岳塘区下摄司街道东湖西路温馨花园别墅20栋2号,112.905455,27.847767
43,43,湘潭伟达教育培训学校,湖南省湘潭市雨湖区和平街道湘潭经开区新都汇3栋11层,112.935363,27.906168
44,44,湘潭市江南百货大楼,湖南省湘潭市湘潭县,112.659265,27.849438
45,45,五物霞光小区,湖南省湘潭市岳塘区霞光路霞光中路11号西北方向150米,112.9183,27.83459
46,46,滴水安置小区,湖南省湘潭市岳塘区荷塘街道滴水安置小区,112.96382,27.87857
47,47,博纳高级中学,湖南省湘潭市岳塘区荷塘街道,112.970978,27.894974
48,48,吉利学校,湖南省湘潭市雨湖区红旗社区4排5栋西北方向130米,112.9379,27.90821
49,49,汽运小区,湖南省湘潭市岳塘区东坪街道东泗路244号,112.90906,27.84264
50,50,桂花园42号,湖南省湘潭市雨湖区窑湾街道桂花园42号,112.885719,27.86875
51,51,童心幼儿园,湖南省湘潭市岳塘区零零二县道湘潭市岳塘区昭山乡卫生院东南,113.01451,27.96304
52,52,三株岭社区,湖南省湘潭市岳塘区岳塘街道三株岭社区,112.910417,27.812251
53,53,飞机坪社区,湖南省湘潭市岳塘区书院路街道飞机坪社区,112.933018,27.816003
54,54,云盘花园小区B区-东门,湖南省湘潭市岳塘区宝塔街道河东大道169号(云盘花园小区B区),112.946968,27.845889
55,55,和谐小区,湖南省湘潭市岳塘区板马路55,112.96989,27.86285
56,56,童馨美语幼儿园,湖南省湘潭市岳塘区吉安路华夏家园正西方向133米,112.95319,27.84931
57,57,桂花园51号,湖南省湘潭市雨湖区窑湾街道桂花园51号,112.884772,27.869034
58,58,阳光宝贝幼儿园,湖南省湘潭市雨湖区长城乡阳光宝贝幼儿园,112.877234,27.853597
59,59,桂花园59号,湖南省湘潭市雨湖区窑湾街道桂花园59号,112.885249,27.868782
60,60,湘钢岳塘岭小区,湖南省湘潭市岳塘区岳塘街道泉心塘路雷公塘2号平房(湘钢住宅小区),112.918154,27.820549
61,61,金耐社区,湖南省湘潭市岳塘区五里堆街道金耐社区,112.955277,27.854054
62,62,湘潭市岳塘区德馨花园10栋,湖南省湘潭市岳塘区双马街道德馨花园10栋,112.958847,27.827925
63,63,湘潭大学附属实验学校,湖南省湘潭市雨湖区先锋街道,112.877863,27.893353
64,64,城发清水学校,湖南省湘潭市岳塘区荷塘街道城发清水学校,112.982956,27.87872
65,65,桂花园11号,湖南省湘潭市雨湖区窑湾街道桂花园11号,112.886299,27.867801
66,66,银海花园A区,湖南省湘潭市岳塘区五里堆街道板塘铺板马路55号,112.95692,27.8628
67,67,湘潭市第十二中学,湖南省湘潭市岳塘区芙蓉中路20,112.92357,27.82984
68,68,湘潭市岳塘区湖工花园小区2栋,湖南省湘潭市岳塘区宝塔街道湖工花园小区2栋,112.923712,27.843179
69,69,立竹新四村,湖南省湘潭市雨湖区昭潭街道昭潭乡立竹路15号1栋,112.88411,27.86006
70,70,中心社区,湖南省湘潭市雨湖区广场街道中心社区,112.888944,27.871703
71,71,万楼湘玺,湖南省湘潭市雨湖区万楼街道,112.937513,27.881034
72,72,桂花园38号,湖南省湘潭市雨湖区窑湾街道桂花园38号,112.885909,27.868792
73,73,杉山学校,湖南省湘潭市雨湖区九华杉山社区C区七栋1号正南方向102米,112.92603,27.9389
74,74,大桥德才公办幼儿园,湖南省湘潭市岳塘区横街细巷子16号,112.8985,27.846
75,75,和平桥社区,湖南省湘潭市雨湖区雨湖路街道和平桥社区,112.910469,27.864908
76,76,福利社区,湖南省湘潭市雨湖区广场街道福利社区,112.891556,27.869783
77,77,桂花园9号,湖南省湘潭市雨湖区窑湾街道桂花园9号,112.886548,27.867607
78,78,牡丹社区文化广场,湖南省湘潭市岳塘区书院路街道芙蓉中路158号国富新城A1栋西北方向80米,112.92463,27.83042
79,79,金湘潭商务楼,湖南省湘潭市雨湖区湘潭汽车站旁,112.90131,27.86653
80,80,金鹰商贸大厦,湖南省湘潭市雨湖区解放南路119西北方向60米,112.89876,27.85925
81,81,艾恩幼儿园,湖南省湘潭市雨湖区潭邵路5正南方向173米,112.87562,27.86282
82,82,红旗好贝贝幼儿园,湖南省湘潭市雨湖区莲城大道九华红旗社区九排一栋正西方向153米,112.9363,27.90812
83,83,湘钢新三村住宅二小区,湖南省湘潭市岳塘区东坪街道泉心塘路雷公塘2号平房,112.9055,27.82994
84,84,韶西逸夫小学,湖南省湘潭市雨湖区昭潭街道南岭南路12号东北方向138米,112.88513,27.85836
85,85,健康艺术幼儿园,湖南省湘潭市岳塘区荷塘街道健康艺术幼儿园,112.98086,27.92278
86,86,迎宾花园6栋,湖南省湘潭市雨湖区窑湾街道迎宾花园6栋,112.892729,27.859918
87,87,湘潭信息中等职业技术学校,湖南省湘潭市岳塘区五里堆街道,112.960182,27.863216
88,88,湘潭市青少年宫艺术学校,湖南省湘潭市岳塘区体育中心旁青龙桥6号,112.90639,27.84883
89,89,湘潭市岳塘区华雅花园B8栋,湖南省湘潭市岳塘区书院路街道华雅花园b8栋,112.929818,27.816725
90,90,岳塘区听雨轩培训学校,湖南省湘潭市岳塘区书院路街道岚霞路308号,112.913657,27.831074
91,91,东信花园2栋,湖南省湘潭市岳塘区下摄司街道东信花园2栋,112.951632,27.863607
92,92,平湖小区,湖南省湘潭市雨湖区雨湖路街道平政路290号,112.90803,27.86038
93,93,开拓文化艺术培训学校,湖南省湘潭市岳塘区五里堆街道阳光尚城3楼,112.955782,27.865613
94,94,UCC国际洗衣华雅花园店,湖南省湘潭市岳塘区书院路街道书院东路华雅花园A2栋7号,112.92965,27.81828
95,95,向阳社区,湖南省湘潭市岳塘区五里堆街道,112.957123,27.86934
96,96,岳塘区南天学校,湖南省湘潭市岳塘区昭山镇,113.013505,27.959084
97,97,建冶住宅区,湖南省湘潭市岳塘区建设路街道东湖路8号,112.91434,27.8493
98,98,正视贸易大楼,湖南省湘潭市雨湖区车站路86,112.9049,27.86588
99,99,温馨别墅,湖南省湘潭市岳塘区东坪街道东湖西路1栋9-10号,112.906,27.84755
100,100,湘潭市岳塘区彩霞花园3栋,湖南省湘潭市岳塘区下摄司街道彩霞花园3栋,112.919668,27.817271
101,101,明珠花园-北门,湖南省湘潭市雨湖区昭潭街道人民路87号,112.897644,27.856261
102,102,宝庆路社区,湖南省湘潭市雨湖区长城乡,112.875103,27.856135
103,103,湖南省经济贸易高级技工学校,湖南省湘潭市岳塘区三塘路14号,112.90503,27.8401
104,104,五里堆小区,湖南省湘潭市岳塘区五里堆街道五里堆小区,112.947,27.858
105,105,湘潭市雨湖区迎宾花园4栋,湖南省湘潭市雨湖区昭潭街道迎宾花园4栋,112.892491,27.860362
106,106,桂花园66号,湖南省湘潭市雨湖区窑湾街道桂花园66号,112.884952,27.868456
107,107,日晟花园西门,湖南省湘潭市岳塘区宝塔街道河东大道1058号(日晟花园),112.922537,27.841651
108,108,第二职业中专学校5栋,湖南省湘潭市雨湖区窑湾街道第二职业中专学校5栋,112.895921,27.868156
109,109,湘潭·东方明珠B区,湖南省湘潭市岳塘区板塘街道,112.963956,27.87188
110,110,宝园花苑,湖南省湘潭市岳塘区建设路街道湖湘西路9号,112.9296,27.83528
111,111,新纺家园,湖南省湘潭市岳塘区五里堆街道丁字桥路80号,112.95292,27.8636
112,112,湘潭市雨湖区南岭花园1栋,湖南省湘潭市雨湖区广场街道南岭花园1栋,112.885875,27.8655
113,113,湘江花园-东门,湖南省湘潭市岳塘区霞城街道向家塘1号,112.952198,27.810778
114,114,滨江花园·正江湾,湖南省湘潭市雨湖区响水乡滨江花园正江湾,112.95101,27.99759
115,115,进军学校,湖南省湘潭市雨湖区姜畲镇进军村,112.73731,27.87097
116,116,智慧树幼儿园,湖南省湘潭市雨湖区鸿胜·龙岸家园商业07西南方向97米,112.92055,27.87101
117,117,贝特福国际幼儿园,湖南省湘潭市岳塘区三二零省道建鑫城国际社区以西50米,112.94518,27.8493
118,118,鸿达驾驶员培训学校,湖南省湘潭市雨湖区长城乡鸿达驾驶员培训学校,112.82447,27.86891
119,119,创新大厦,湖南省湘潭市岳塘区晓塘路9号,112.93439,27.82655
120,120,火炬幼儿园,湖南省湘潭市岳塘区火炬路云盘汽车商业街B4栋正北方向145米,112.9472,27.84476
121,121,湘潭市岳塘第一完全小学,湖南省湘潭市岳塘区中洲路,112.9162,27.8091
122,122,桂花园34号,湖南省湘潭市雨湖区窑湾街道桂花园34号,112.886143,27.868474
123,123,金砂大厦,湖南省湘潭市雨湖区潭邵路72,112.87064,27.86373
124,124,鹤岭学校,湖南省湘潭市雨湖区鹤岭镇,112.86151,27.985871
125,125,绿心国际西区,湖南省湘潭市岳塘区绿心国际西区东正西方向80米,113.01774,27.96042
126,126,明珠花园-西门,湖南省湘潭市岳塘区宝塔街道长潭路29号,112.930384,27.843817
127,127,晨光幼儿园科大园,湖南省湘潭市雨湖区二环线湖南科技大学正门口,112.917007,27.89612
128,128,金海幼儿园,湖南省湘潭市雨湖区韶山东路30正南方向32米,112.91969,27.87412
129,129,湘潭市第四中学,湖南省湘潭市雨湖区韶山东路300,112.9133,27.87127
130,130,湘钢新三村住宅小区(一区),湖南省湘潭市岳塘区东坪街道泉心塘路雷公塘2号平房,112.90519,27.82815
131,131,新都汇写字楼北区,湖南省湘潭市雨湖区和平街道学府路新都汇东北方向30米,112.934335,27.906633
132,132,慈光实验小学,湖南省湘潭市岳塘区建设南路天鹤村内,112.91764,27.828
133,133,湘江湾山水城高档小区,湖南省湘潭市雨湖区和平街道,112.966097,27.930975
134,134,启慧幼儿园,湖南省湘潭市雨湖区湘衡路209号农商银行对过,112.86891,27.84985
135,135,司马学校,湖南省湘潭市雨湖区鹤岭镇,112.789641,27.909664
136,136,湖南科技大学北校附属小学,湖南省湘潭市雨湖区桃源路湖南科技大学北校,112.921214,27.904698
137,137,金太阳幼儿园,湖南省湘潭市雨湖区城正街383号湘潭市基督教堂,112.91848,27.86497
138,138,百合小区,湖南省湘潭市岳塘区电机厂北门职工医院附近工人村5号正北方向140米,112.925691,27.812982
139,139,红旗广场,湖南省湘潭市九华经济开发区红旗社区2排5栋正东方向110米,112.9384,27.90984
140,140,湘潭天英职业技能培训学校,湖南省湘潭市岳塘区建设中路10,112.91256,27.84004
141,141,板塘社区,湖南省湘潭市岳塘区湘钢寸木塘43栋侧东南方向120米,112.959208,27.859598
142,142,金都商务大厦,湖南省湘潭市雨湖区韶山西路789正西方向20米,112.87783,27.86105
143,143,向日葵幼儿园,湖南省湘潭市岳塘区书院路2号西北方向119米,112.91989,27.81859
144,144,万达华府D区,湖南省湘潭市岳塘区湘乡万达广场万达西路底商1169号(万达华府),112.936214,27.827827
145,145,湘潭市岳塘区富都花园4栋,湖南省湘潭市岳塘区建设路街道富都花园4栋,112.910702,27.849245
146,146,向日葵幼儿园,湖南省湘潭市雨湖区长城乡工农村易家湖3号,112.878968,27.85278
147,147,盘龙社区,湖南省湘潭市岳塘区河东大道23正南方向200米,112.929404,27.842577
148,148,晨光幼儿园,湖南省湘潭市雨湖区潭锰路31号农场村,112.8989,27.88435
149,149,蓝精灵潭邵幼儿园,湖南省湘潭市雨湖区潭邵路88,112.86799,27.86539
150,150,红霞学校,湖南省湘潭市岳塘区霞城街道,112.943125,27.814526
151,151,东湖西路温馨花园别墅2-1号,湖南省湘潭市岳塘区下摄司街道东湖西路温馨花园别墅2-1号,112.906786,27.847539
152,152,御湖国际,湖南省湘潭市雨湖区和平街道江南大道3号,112.92146,27.9139
153,153,湘潭市第十一中学,湖南省湘潭市雨湖区人民路98,112.897648,27.857181
154,154,九华和平湘江湾小学,湖南省湘潭市雨湖区和平街道,112.981444,27.958256
155,155,红太阳艺术幼儿园,湖南省湘潭市岳塘区易家湾镇长株潭大市场摩托车城,113.01538,27.92614
156,156,红旗公寓,湖南省湘潭市岳塘区宝塔街道河东大道738号,112.93372,27.84425
157,157,湖南师范大学附属九华步步高小学,湖南省湘潭市雨湖区和平街道,112.936456,27.892254
158,158,护潭小学,湖南省湘潭市雨湖区云塘街道,112.910204,27.87701
159,159,地勘佳苑,湖南省湘潭市岳塘区宝塔街道河东大道81号,112.93789,27.84689
160,160,旺馨小区,湖南省湘潭市雨湖区南岭路106号正东方向140米,112.8817,27.87371
161,161,火炬学校,湖南省湘潭市岳塘区云盘汽车商业街火炬路18号正北方向167米,112.9471,27.844
162,162,科大社区,湖南省湘潭市雨湖区和平街道科大社区,112.911658,27.897567
163,163,汇景大厦,湖南省湘潭市雨湖区雨湖路街道城正街街道熙春路115号,112.916375,27.867998
164,164,潭杰艺术培训学校,湖南省湘潭市雨湖区解放南路122,112.89907,27.8596
165,165,特丰大厦,湖南省湘潭市雨湖区韶山西路421,112.88797,27.86325
166,166,柴山学校,湖南省湘潭市雨湖区鹤岭镇柴山村,112.815862,27.975557
167,167,湖南工程学院分院幼儿园,湖南省湘潭市岳塘区东湖路湖南工程学院分院,112.91927,27.84945
168,168,桂花园47号,湖南省湘潭市雨湖区窑湾街道桂花园47号,112.885393,27.869172
169,169,杉山社区,湖南省湘潭市雨湖区和平街道吉利路附近正西方向40米,112.924896,27.936763
170,170,中瀚财富广场,湖南省湘潭市岳塘区吉安路77号,112.95093,27.83184
171,171,时尚阳光幼儿园,湖南省湘潭市雨湖区大湖街47号,112.89775,27.8579
172,172,湖南省经济贸易职业中等专业学校,湖南省湘潭市岳塘区三塘路14号,112.90503,27.8401
173,173,摇钱社区,湖南省湘潭市岳塘区板塘街道,112.96451,27.841827
174,174,湘潭市第七中学,湖南省湘潭市岳塘区双马镇新站社区板马路2号,112.970056,27.864649
175,175,湘纺中学,湖南省湘潭市岳塘区板塘铺社建村办事处学卫社区旁,112.94966,27.86592
176,176,华雅花园-东门,湖南省湘潭市岳塘区书院路街道友谊广场电工路1号(华雅花园),112.932542,27.816323
177,177,新苗大同花苑幼儿园,湖南省湘潭市雨湖区韶山东路28号,112.91314,27.8704
178,178,中房大厦,湖南省湘潭市岳塘区建设南路255号,112.921,27.82648
179,179,伍家花园,湖南省湘潭市雨湖区长城乡,112.834806,27.872587
180,180,湘潭市岳塘区鑫宇花园7栋,湖南省湘潭市岳塘区建设路街道鑫宇花园7栋,112.924838,27.839244
181,181,长城社区,湖南省湘潭市岳塘区下摄司街道,112.92059,27.81247
182,182,湘潭交通职业技术学校,湖南省湘潭市雨湖区姜畲镇,112.805914,27.85738
183,183,大塘社区,湖南省湘潭市岳塘区昭山镇,113.014012,27.96168
184,184,新造幼儿园,湖南省湘潭市岳塘区高新区新造村8号,112.92907,27.82284
185,185,昌盛大厦,湖南省湘潭市雨湖区雨湖路街道韶山东路463,112.906577,27.868012
186,186,九华启明星幼儿园,湖南省湘潭市雨湖区九华经开区,112.919,27.91182
187,187,花园公寓-东门,湖南省湘潭市雨湖区广场街道建设北路297号,112.897112,27.876319
188,188,银苑山庄·湖工花园小区,湖南省湘潭市岳塘区宝塔街道银苑山庄湖工花园小区,112.92269,27.84375
189,189,家天下房产东信花园店,湖南省湘潭市岳塘区五里堆街道长潭路199号,112.95612,27.86669
190,190,安乐社区,湖南省湘潭市岳塘区五里堆街道板马路与Z003交叉口西南100米西南方向130米,112.958944,27.863491
191,191,铂景花园-公交站,湖南省湘潭市岳塘区铂景花园,112.983706,27.859418
192,192,鲁班殿社区,湖南省湘潭市雨湖区昭潭街道鲁班殿社区,112.894797,27.856486
193,193,桂花园48号,湖南省湘潭市雨湖区窑湾街道桂花园48号,112.885269,27.869134
194,194,湘潭市雨湖区南岭花园3栋,湖南省湘潭市雨湖区广场街道南岭花园3栋,112.885943,27.865798
195,195,湘潭钢铁集团有限公司第一子弟中学,湖南省湘潭市岳塘区岳塘街道,112.903981,27.827218
196,196,杉山社区幼儿园,湖南省湘潭市雨湖区九华吉利西路杉山社区,112.92377,27.93734
197,197,彩霞花园,湖南省湘潭市岳塘区下摄司街400,112.9193,27.81738
198,198,园丁花园218号6号楼,湖南省湘潭市雨湖区窑湾街道园丁花园218号6号楼,112.886968,27.861644
199,199,九华公办幼儿园,湖南省湘潭市雨湖区和平街道九华公办幼儿园,112.91309,27.91911
200,200,湘江景苑,湖南省湘潭市岳塘区五里堆街道板塘铺阳雀巷3号,112.9561,27.87
201,201,湘潭市第十七中学,湖南省湘潭市雨湖区姜畲镇,112.74644,27.84682
202,202,江滨经济房,湖南省湘潭市岳塘区,112.967734,27.878359
203,203,化研小区,湖南省湘潭市雨湖区昭潭街道解放南路269号,112.897288,27.86311
204,204,科技大楼,湖南省湘潭市岳塘区钢城大道附近,112.90817,27.8186
205,205,火炬南路馨钢花园3栋,湖南省湘潭市岳塘区下摄司街道火炬南路馨钢花园3栋,112.94804,27.828067
206,206,雪园社区,湖南省湘潭市雨湖区云塘街道雪园社区,112.920511,27.87105
207,207,三和大厦,湖南省湘潭市岳塘区板塘街道湘潭大道三和大厦进门右拐至楼后西南方向170米,112.95856,27.835227
208,208,黄龙学校,湖南省湘潭市雨湖区响水乡,112.85144,27.93172
209,209,四维小区,湖南省湘潭市岳塘区昭山镇零零七乡道北100米,113.007032,27.919584
210,210,爱情海岸,湖南省湘潭市雨湖区和平街道九华经济开发区九华大道58号,112.94458,27.90161
211,211,郭家安置区,湖南省湘潭市雨湖区和平街道郭家安置区,112.96037,27.94241
212,212,金侨·尚东区,湖南省湘潭市岳塘区芙蓉路与吉安路交叉处中级人民法院旁,112.94993,27.8323
213,213,厚和大厦,湖南省湘潭市岳塘区芙蓉大道岳塘区政府南1000米东北方向60米,112.95921,27.86944
214,214,新天地幼儿园,湖南省湘潭市岳塘区湘钢三校旁,112.91023,27.82964
215,215,雨湖花苑,湖南省湘潭市雨湖区雨湖路街道平政路8号,112.90937,27.8618
216,216,湘潭市岳塘区华雅花园A7栋,湖南省湘潭市岳塘区书院路街道华雅花园a7栋,112.930779,27.817741
217,217,宜家美景小区,湖南省湘潭市雨湖区云塘街道车站路297号,112.90543,27.87154
218,218,韶山西路烟竹花园2栋,湖南省湘潭市雨湖区窑湾街道韶山西路烟竹花园2栋,112.88227,27.861296
219,219,湘纺小学,湖南省湘潭市岳塘区板马路20正南方向176米,112.95552,27.86384
220,220,湘潭市岳塘区日晟花园小区6栋,湖南省湘潭市岳塘区宝塔街道日晟花园小区6栋,112.924354,27.841414
221,221,云塘街道火车站社区,湖南省湘潭市雨湖区云塘街道车站路482号,112.90805,27.87588
222,222,湘潭市岳塘区华雅花园A6栋,湖南省湘潭市岳塘区书院路街道华雅花园a6栋,112.931936,27.818135
223,223,塔岭学校,湖南省湘潭市雨湖区姜畲镇,112.82442,27.906173
224,224,霞光社区,湖南省湘潭市岳塘区建设路街道霞光社区,112.916352,27.835404
225,225,湘潭市政府大楼,湖南省湘潭市岳塘区湘潭大道1号,112.93853,27.833312
226,226,新城璟隽,湖南省湘潭市雨湖区和平街道,112.927961,27.920527
227,227,牡丹社区,湖南省湘潭市岳塘区书院路街道牡丹社区,112.922087,27.824973
228,228,湘潭计算机职业技术学校,湖南省湘潭市雨湖区长城乡,112.866137,27.850638
229,229,湘潭市财会培训学校,湖南省湘潭市雨湖区韶山西路桔园19号,112.8933,27.8642
230,230,喜洋洋幼儿园,湖南省湘潭市岳塘区霞光西路94,112.9109,27.83022
231,231,桂花园69号,湖南省湘潭市雨湖区窑湾街道桂花园69号,112.884545,27.868313
232,232,风车坪学校,湖南省湘潭市雨湖区昭潭街道解放南路276,112.898031,27.863925
233,233,小萌星幼儿园,湖南省湘潭市雨湖区长城乡羊牯塘东北方向160米,112.865662,27.888859
234,234,滨江馨苑,湖南省湘潭市岳塘区永安村江滨小区正南方向200米,112.96827,27.87714
235,235,艺美幼儿园,湖南省湘潭市雨湖区韶山西路579正南方向104米,112.88289,27.863
236,236,荷塘中学,湖南省湘潭市岳塘区荷塘街道,112.977515,27.884416
237,237,泉塘子中心幼儿园第一分园,湖南省湘潭市雨湖区姜畲镇泉塘子中心幼儿园第一分园,112.813,27.85835
238,238,湘潭市金正职业技能培训学校,湖南省湘潭市岳塘区锦绣新城综合楼6楼,112.92951,27.832179
239,239,江麓技工学校,湖南省湘潭市雨湖区广场街道高岭路1号,112.88765,27.87291
240,240,姜畲镇中心幼儿园,湖南省湘潭市雨湖区姜畲镇三二零国道旁西南方向111米,112.77913,27.8564
241,241,华升佳园,湖南省湘潭市雨湖区昭潭街道大湖南路1号,112.89545,27.85742
242,242,江麓德才幼儿园,湖南省湘潭市雨湖区解放北路广场街道幸福村7栋,112.88975,27.87246
243,243,湘潭市岳塘区日晟花园小区2栋,湖南省湘潭市岳塘区宝塔街道日晟花园小区2栋,112.924281,27.841934
244,244,火炬南路馨钢花园11栋,湖南省湘潭市岳塘区下摄司街道火炬南路馨钢花园11栋,112.949248,27.829372
245,245,江滨幼儿园,湖南省湘潭市岳塘区滴水埠街道江滨机器招待所内正北方向179米,112.96818,27.87773
246,246,奋飞大厦,湖南省湘潭市雨湖区车站路21,112.902796,27.863547
247,247,姜畲镇聪聪幼儿园,湖南省湘潭市雨湖区姜畲镇聪聪幼儿园,112.77043,27.85622
248,248,湘潭市岳塘区华雅花园A8栋,湖南省湘潭市岳塘区书院路街道华雅花园a8栋,112.931823,27.817685
249,249,湘潭市雨湖区园丁花园5栋,湖南省湘潭市雨湖区昭潭街道园丁花园5栋,112.888094,27.861704
250,250,科普健身休闲广场,湖南省湘潭市岳塘区建设中路354号福星花园附近正北方向110米,112.9075,27.84955
251,251,湘潭九华雅礼中学,湖南省湘潭市雨湖区和平街道,112.9806,27.958293
252,252,姜畲镇塔岭幼儿园,湖南省湘潭市雨湖区姜畲镇沪昆高速公路附近塔岭村村委旁(往南100米),112.834096,27.909714
253,253,长龙学校,湖南省湘潭市雨湖区鹤岭镇,112.769964,27.973781
254,254,宝塔社区,湖南省湘潭市岳塘区宝塔街道宝塔社区,112.937399,27.853643
255,255,姜畲镇清联学校,湖南省湘潭市雨湖区姜畲镇,112.7628,27.8609
256,256,湘锰小学,湖南省湘潭市鹤岭镇果沙社区,112.85328,27.96254
257,257,桃源路社区,湖南省湘潭市雨湖区响水乡桃源路社区,112.905606,27.897875
258,258,湘潭市岳塘区日晟花园小区3栋,湖南省湘潭市岳塘区宝塔街道日晟花园小区3栋,112.923837,27.841561
259,259,蓝淼淼幼儿园,湖南省湘潭市雨湖区和平街道九华大道1号东南方向30米,112.94312,27.914037
260,260,金庭学校宝庆路校区,湖南省湘潭市雨湖区窑湾街道宝庆路89,112.882064,27.855067
261,261,杨家湾公安小区,湖南省湘潭市雨湖区云塘街道熙春路19号,112.90737,27.87041
262,262,湘潭市岳塘区彩霞花园4栋,湖南省湘潭市岳塘区下摄司街道彩霞花园4栋,112.919617,27.816957
263,263,先锋集团家属区,湖南省湘潭市雨湖区,112.882171,27.885417
264,264,泉塘子中学,湖南省湘潭市雨湖区姜畲镇,112.81339,27.85944
265,265,禾花村小区,湖南省湘潭市岳塘区下摄司街道电工北路3号,112.92704,27.81419
266,266,怡园花苑,湖南省湘潭市雨湖区云塘街道韶山东路448号,112.91004,27.870337
267,267,红旗社区,湖南省湘潭市雨湖区鹤岭镇,112.853894,27.968112
268,268,湘潭市岳塘区众一国际花园B栋,湖南省湘潭市岳塘区双马街道众一国际花园b栋,112.946423,27.832053
269,269,星月大厦,湖南省湘潭市岳塘区长潭路,112.95545,27.86157
